software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Keycloak,CSC-042,Identity & Access Management (IAM),Security Stack,Planned,Open source identity and access management. Community exploring hybrid PQC signature support (RSA + ML-DSA) for SAML assertions and OIDC tokens. Full PQC token signatures dependent on Java ecosystem (Bouncy Castle) and IETF JOSE/COSE standards. PQC TLS possible via JVM configuration.,Open Source,Apache-2.0,26.x,2026-03-06 (Last Updated date provided; specific release date not stated),No,Critical,Docker Kubernetes Java Linux,All industries,https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Open source IAM standard. PQC token signature support planned via Java/Bouncy Castle ecosystem and IETF JOSE PQC algorithm adoption.,Open Source Foundation,Verified,2026-02-21,"migrate,launch",api-security-jwt;crypto-dev-apis;digital-id;iam-pqc,VND-032,microsoft,
Ping Identity PingFederate,CSC-042,Identity & Access Management (IAM),"Security Stack, Cloud, Application",Planned,Enterprise federation and SSO server. Ping Identity (merged with ForgeRock under Thales) has published PQC migration guidance. Hybrid authentication with PQC digital signatures planned for SAML and OIDC flows. TLS quantum safety addressable via JVM crypto providers.,Commercial,"Proprietary (Implied by ""Ping Products"" and commercial sales context)",13.0,2025,Yes (FIPS 140-2),High,"On-premises, Cloud, SaaS, Hybrid IT environments; integrates with Office 365, Apache, Java.","Enterprise (Workforce, Customers, Partners)",https://www.pingidentity.com/,,Enterprise federation server with PQC roadmap for hybrid authentication signatures across SAML and OIDC protocols.,Trusted Vendor,Verified,2026-03-30,"migrate,launch",5g-security;crypto-dev-apis;digital-id;healthcare-pqc;iam-pqc;migration-program,VND-178,iec,
Thales CipherTrust Data Security Platform,CSC-043,Data Security & Protection,"Security Stack, Hardware, Network","Yes (with details: NIST-standardized ML-KEM, ML-DSA, LMS/HSS, and Falcon/FN-DSA integrated in firmware; hybrid modes supported)","Thales integrates PQC algorithms (ML-KEM, ML-DSA, LMS/HSS, Falcon) directly into Luna HSM firmware and High Speed Encryptors. Supports hybrid PQC/classical protection for data-in-motion (Layers 2–4), PKI, TLS, code signing, and key management. Includes crypto-agility to shift between classical and PQC algorithms. MultiApp v5.2 Premium PQC is CC EAL6+ certified.",Commercial,Proprietary (Not explicitly stated as Open Source; described as commercial solutions and products),MultiApp v5.2 Premium PQC; Java Card standard release v3.3 (planned for 2026),2025,Yes (Luna HSMs are FIPS 140-3 Level 3 platforms; Falcon is FIPS 206),"Critical (Document states ""urgent to plan and execute"" by 2030/2035; addresses ""Harvest Now, Decrypt Later"" threats for critical systems)","Production-proven systems, mobile networks (5G), cloud infrastructures, embedded environments (IoT, automotive), secure elements (eSIM, ePassports)","Finance (Wells Fargo, HSBC), Telecom (SK Telecom, GSMA), Government/Defense (Canada's DIGITAL/NDEC), Identity/Travel (ICAO), Enterprise",https://cpl.thalesgroup.com/encryption/ciphertrust-data-security-platform,,"A comprehensive security infrastructure platform providing quantum-safe key management, PKI, data protection, and identity credentials via HSMs and secure elements.",Trusted Vendor,Verified,2026-02-21,"launch,rampup",aerospace-pqc;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;hsm-pqc,VND-041,thales-research,
IBM Security Guardium Data Protection,CSC-043,Data Security & Protection,"Security Stack, Cloud",No,Enterprise data activity monitoring and protection platform. IBM has committed to quantum-safe cryptography migration across its security portfolio per NIST PQC standards. Guardium encryption and key management integration with IBM HPCS (Hyper Protect Crypto Services) targets ML-KEM for data-at-rest protection.,Commercial,"Proprietary (implied by ""Book a live demo"", ""Commercial"" context of IBM products, no open source license mentioned)",12.2.1,2025,Yes (FIPS 140-2),High,"Hybrid cloud infrastructure, SaaS environments, edge gateway; supports agents or agentless universal connector plug-ins.","Enterprise (implied by ""enterprise data"", ""hybrid cloud"", compliance standards like PCI DSS, GDPR, SOX).",https://www.ibm.com/products/guardium-data-protection,,"Secure enterprise data and simplify compliance across hybrid cloud infrastructure with discovery, monitoring, and real-time protection.",Trusted Vendor,Partially Verified,2026-03-25,"launch,rampup",data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc,VND-019,q360-alliance,
Virtru Data Protection,CSC-043,Data Security & Protection,Security Stack,Planned,Zero-trust data protection using Trusted Data Format (TDF) for persistent file and email encryption. Virtru has announced plans to integrate ML-KEM for key encapsulation in TDF envelopes to protect against Harvest Now Decrypt Later attacks on sensitive documents.,Commercial / Open Source (Platform is commercial; built upon the open-source OpenTDF project),Commercial,Current,2025,"No (Text mentions compliance with NIST standards generally, but does not explicitly state FIPS 140-2 or 140-3 validation status).",High,"Google Workspace (Gmail, Drive), Microsoft 365 (Outlook, OneDrive, SharePoint), Desktop, Zendesk, Confluence, Data Lakes, Windows.","Commercial, Aerospace, Education, Finance, Healthcare, Technology & Telecom, Threat Intelligence, Government, Defense, Intelligence, State & Local, Systems Integrators.",https://www.virtru.com/data-protection/,,A data-centric security platform built on the open Trusted Data Format (TDF) standard for persistent control over shared information.,Trusted Vendor,Partially Verified,2026-03-25,"launch,rampup",aerospace-pqc;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc,VND-188,ietf,
Auth0 (Okta Customer Identity),CSC-044,Customer Identity & Access Management (CIAM),"Security Stack, Application",No,Customer identity and access management platform. PQC TLS transport available via Okta cloud infrastructure. OIDC token signatures for customer-facing applications awaiting IETF PQC JOSE/COSE standard finalization. Auth0 Actions extensibility enables future hybrid PQC authentication flows.,Open Source/Commercial,"MIT, Apache-2.0 (for specific repositories like auth0-spa-js, Auth0.swift); Commercial (implied for the platform itself).",Current,2026,No,High,"Single Page Applications (SPA), Next.js, Apple platforms, Android, React, Python, FastAPI, JavaScript browsers.","Enterprises, Small and medium teams, Startups, Nonprofits, Healthcare, Financial services, Manufacturing, Government.",https://auth0.com,https://github.com/auth0,Customer Identity & Access Management platform providing authentication SDKs and tools.,Trusted Vendor,Pending Verification,2026-02-21,"migrate,launch",digital-id;healthcare-pqc;iam-pqc,VND-060,microsoft,
Intel TDX (Trust Domain Extensions),CSC-052,Confidential Computing,"Hardware, Cloud",No,Intel TDX provides hardware-isolated Trusted Execution Environments (TEEs) at the VM level using architectural extensions on 4th/5th Gen Xeon processors. TDX Trust Domains protect data-in-use from hypervisor and host OS. PQC attestation report signing planned; current remote attestation uses ECDSA P-256 via Intel PCS. Combines with ML-KEM encrypted memory sealing on roadmap.,Open Source/Commercial,GPL-2.0 (for the `intel/tdx` repository source code); Commercial availability via cloud providers.,"2.0 (mentioned as ""Intel TDX version 2.0 extends Intel TDX to support Trusted Execution Environment for device I/O""); also mentions incompatibilities between v1.0 and v1.5.",2024,No,High,"Alibaba Cloud, Microsoft Azure, Google Cloud, Intel® Developer Cloud; 4th Generation Intel® Xeon® Scalable Processors.","Data Security and IP Protection, Privacy and Compliance, Data Sovereignty, Confidential AI.",https://github.com/intel/tdx,https://github.com/intel/tdx,Hardware-based trusted execution environment facilitating hardware-isolated virtual machines to protect sensitive data and applications.,Trusted Vendor,Verified,2026-02-21,"prepare,migrate,launch",confidential-computing;healthcare-pqc;migration-program,VND-022,cmvp,
AMD SEV-SNP (Secure Encrypted Virtualization),CSC-052,Confidential Computing,"Hardware, Cloud (via hypervisor support), Security Stack",No,AMD SEV-SNP provides hardware memory encryption per VM with strong integrity guarantees and attestation on EPYC processors. Each VM gets a unique AES-128 memory encryption key. SNP attestation reports currently signed with ECDSA P-384. AMD has indicated PQC attestation signing (ML-DSA) on roadmap for future EPYC generations to counter quantum threats to remote attestation.,Open Source,MIT,EPYC Turin (5th Gen),2026-03-03 (Last Updated timestamp in repository metadata),No,High,"SLES-15, RHEL-8, Fedora-28, Fedora-29, Ubuntu-18.04, openSUSE-Tumbleweed; requires AMD processors with SEV support.",Cloud Finance Healthcare Government,https://github.com/AMDESE/AMDSEV,https://github.com/AMDESE/AMDSEV,Hardware VM memory encryption with integrity via AMD TEE. PQC attestation signing planned for future EPYC generations to ensure quantum-safe workload trust.,Trusted Vendor,Verified,2026-03-25,"prepare,migrate,launch",confidential-computing;healthcare-pqc,VND-148,microsoft,
ARM Confidential Compute Architecture (CCA),CSC-052,Confidential Computing,Hardware,No,"The document does not mention Post-Quantum Cryptography, PQC algorithms, or migration plans. It focuses on confidential computing via hardware isolation (Realms) rather than specific cryptographic algorithm updates for quantum resistance.",Proprietary / Open Source components,"Arm architecture specifications are licensed by partners; reference software (TF-RMM, TF-A Monitor) is available at TrustedFirmware.org.",ARMv9-A (Cortex-A Series),2025,No,High,"Armv9-A CPUs with Realm Management Extension (RME); supports Mobile, PC, Datacenter, and Automotive via Lumex, Neoverse, and Zena CSS.","AI, Healthcare, Financial Services, Industrial Systems, Cloud Computing, Automotive, IoT.","https://www.arm.com (inferred from text context ""Arm Global Headquarters"" and domain references, though specific product URL not explicitly listed as a single link).",https://github.com/ARM-software/cca-rmm-acs,Hardware-based trusted execution environments using Realm Management Extension to isolate AI models and data.,Trusted Vendor,Verified,2026-03-25,"prepare,migrate,launch",aerospace-pqc;confidential-computing,VND-149,microsoft,
Google Cloud KMS,CSC-045,Cloud Key Management Service (KMS),"Cloud, Security Stack, Hardware",Yes (ML-KEM Preview / ML-DSA Preview),"PQC signing algorithms are in ""Preview"" status under Pre-GA Offerings Terms. Supported signing algorithms include ML-DSA-65 (Module-lattice-based) and SLH-DSA-SHA2-128S (Stateless hash-based), available as pure or pre-hash variants. Key Encapsulation Mechanisms (KEMs) are fully supported with ML-KEM-768, ML-KEM-1024 (FIPS 203), and KEM-XWING (hybrid).",Commercial,Proprietary (subject to General Service Terms and Pre-GA Offerings Terms),Current,2025-10,Yes (ML-KEM algorithms reference FIPS 203 parameter sets; specific module validation status not explicitly detailed beyond algorithm standards).,High,Google Cloud Platform,"Enterprise, Government, General Cloud Users",https://cloud.google.com/kms/docs/algorithms,,"A cloud key management service providing encryption, signing, and key encapsulation with software and HSM protection levels.",Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",database-encryption-pqc;kms-pqc;secrets-management-pqc,VND-018,google,ml-kem-may-be-preview-not-ga
AWS KMS,CSC-045,Cloud Key Management Service (KMS),"Cloud, Security Stack",No,ML-DSA digital signatures (FIPS 204) GA since June 2025 with ML-DSA-44/65/87 key specs via CreateKey/Sign/Verify APIs in FIPS 140-3 L3 HSMs. ML-KEM hybrid TLS for API transit protection via AWS-LC. PQC key import (BYOK) not supported — ML-DSA keys must be generated in KMS. External Key Store (XKS) symmetric-only — no PQC HYOK. AWS Private CA supports ML-DSA certificate issuance for code signing workflows.,"Proprietary (Service), Open Source (SDK)",Apache 2.0 (for AWS Encryption SDK); Commercial/Proprietary (for AWS KMS service),Current,2025,"Yes, FIPS 140-3 Security Level 3 validated hardware security modules (HSM)",Critical,"AWS Cloud; AWS Encryption SDK supports C, .NET, Java, JavaScript, Python, Rust, Go",All industries,https://aws.amazon.com/kms/,,Managed cloud KMS with GA ML-DSA signing (FIPS 204) in FIPS 140-3 L3 HSMs. ML-KEM hybrid TLS for transit. No PQC BYOK/HYOK. AWS Private CA enables ML-DSA code signing.,Trusted Vendor,Verified,2026-02-24,"migrate,launch,rampup",database-encryption-pqc;hsm-pqc;kms-pqc;secrets-management-pqc,VND-001,amazon-aws,
Azure Key Vault,CSC-045,Cloud Key Management Service (KMS),Cloud,Planned,Microsoft cloud key management and secrets service. Underlying SymCrypt library supports ML-KEM and ML-DSA available via Windows CNG but not yet exposed as Azure Key Vault key types for customer operations. Managed HSM uses Marvell LiquidSecurity HSM. Microsoft targets quantum-safe key vault key types by 2029 per CNSA 2.0 compliance roadmap.,Commercial,Proprietary (Microsoft Azure service),Current,2026,Yes (FIPS 140-2 L1 software / L3 Managed HSM),Critical,Microsoft Azure (Cloud),"Enterprise, Small and Medium Businesses (mentioned in ""Cloud solutions for small and medium businesses"")",https://azure.microsoft.com/en-us/products/key-vault,,"A cloud service for securely storing and accessing secrets, including API keys, passwords, certificates, and cryptographic keys.",Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",database-encryption-pqc;hsm-pqc;kms-pqc;migration-program;pqc-business-case;secrets-management-pqc,VND-027,microsoft,
Thales Luna Cloud HSM (DPoD),CSC-046,Cloud Hardware Security Module (HSM),"Cloud, Hardware, Network","Yes (with details: Integrates ML-KEM, ML-DSA, LMS/HSS; supports hybrid modes)","Luna HSMs are among the first FIPS 140-3 Level 3 platforms to integrate NIST-standardized PQC algorithms (ML-KEM, ML-DSA, LMS/HSS) directly in firmware. Supports quantum-safe key management, TLS, PKI, and code signing on production-proven systems with hybridization capabilities.",Commercial,Proprietary,MultiApp v5.2 Premium PQC (Smartcard); Luna T-Series (HSM version not specified),2026-02,Yes (FIPS 140-3 Level 3 for Luna HSMs; Falcon is FIPS 206),Critical,"Cloud infrastructures, U.S. Government intelligence/defense/civilian agencies, commercial enterprises, mobile networks (5G), embedded environments","Finance, Government, Defense, Telecom, Identity Management, Critical Infrastructure",https://cpl.thalesgroup.com/encryption/data-protection-on-demand,,High-assurance cloud and hardware security modules integrating NIST-standardized PQC algorithms for key management and PKI.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",aerospace-pqc;healthcare-pqc;hsm-pqc;secure-boot-pqc,VND-041,thales-research,
